,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn_Yes
14,0,-0.3023929662984406,1.3529456056630036,0.17768805707524432,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
15,0,1.4903413298592119,1.6105590417771916,2.475877681529266,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
16,0,0.797693988161937,-1.4675060142452372,-0.5560508161330804,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
17,0,1.5718292524118322,1.3928341377064908,2.2495926306793175,True,False,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False
18,0,-0.9135523854430948,-0.3190486958265014,-0.7742621363716935,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
19,0,-0.46536881140368175,0.8393807556031058,-0.18547540482207542,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
20,1,-1.2802480369298874,-0.8359375902233565,-0.9898704505662146,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True
21,0,-0.8320644628904743,-1.495760391109374,-0.9181333687409043,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
22,0,-1.2802480369298874,-1.4841262359300234,-0.9984736061356706,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
23,0,1.0421577558197987,-0.16281861198951006,0.5390426503656527,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False
24,0,0.6754621043330061,-0.17279074500038175,0.3030955940300073,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
25,0,-0.09867315991688919,-0.3157246514895444,-0.33208199947490835,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
26,0,0.5939741817803856,1.1485168789401314,1.0879019163236925,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False
27,0,-1.2802480369298874,-1.150059780065818,-0.9940396721114126,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
28,0,1.6125732136881425,0.8460288442770204,1.802757966025724,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False
29,0,-0.6283446565089229,-0.0032644838155611237,-0.5251015154562937,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False
30,1,1.5718292524118322,1.0487955488314133,1.9781299834030968,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,True,False,False,False
31,1,-1.2395040756535771,1.0205411719672768,-0.9272218305219706,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True
32,0,-0.22090504374582004,0.044934159070319335,-0.18037968960016687,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False
33,0,-1.2802480369298874,-1.4824642137615447,-0.9984515467624158,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False
34,1,-1.2802480369298874,-0.6497911073537496,-0.9873998007616529,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35,0,1.6125732136881425,1.1667991227933967,2.1919956071104716,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
36,0,-1.1172721918246462,0.1629377330323022,-0.8675512258671538,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
37,0,0.5532302205040753,0.3324639942171226,0.5581019488579861,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
38,0,0.06430268518835193,1.3811999825271402,0.5585210769498313,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True
39,0,-0.8728084241667845,1.0986562138857725,-0.5196749096355598,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
40,0,-0.9135523854430948,-0.5068572008645872,-0.7974906564092247,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
41,0,1.5310852911355222,0.14631751134751586,1.142256212024051,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False
42,0,-0.6283446565089229,-1.4641819699082799,-0.8228368762792375,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
43,0,1.24587756220135,0.5003282332334644,1.1374472686544572,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,False,False
44,0,-0.791320501614164,0.3790006149345245,-0.5743600959347432,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False
45,0,0.6754621043330061,0.6548962949019775,0.7162235363499369,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
46,0,-1.2395040756535771,-0.5168293338754589,-0.9645683494427119,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
47,0,-1.2395040756535771,0.526920587929123,-0.9437663604632323,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True
48,0,0.797693988161937,0.4970041888965074,0.8534769567426433,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False,False
49,0,1.4903413298592119,-0.021546727668825993,0.8694920617257846,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False,False
50,1,0.4309983366751445,0.8460288442770204,0.6862448480963709,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
51,0,-0.7098325790615434,1.1402067680977384,-0.3780537333383605,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False
52,1,-0.3023929662984406,0.15628964435838757,-0.23411632284938455,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False
53,1,-0.9950403079957154,0.526920587929123,-0.727959511909416,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True
54,1,1.1236456783724194,0.33412601638560113,0.9587222265423222,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,True,False,False,False
55,1,-0.5876006952326126,1.0188791497987983,-0.23416044159589464,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True
56,0,1.24587756220135,1.1584890119510036,1.7770587961836308,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False
57,1,1.368109446030281,1.451004913603243,2.114633385105133,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False
58,0,0.06430268518835193,-1.3245721077560746,-0.6128095835182352,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False
59,0,1.6125732136881425,1.419426492402149,2.457590461100858,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False
60,0,0.5939741817803856,1.1867433888151402,1.0693499834162248,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False
61,0,1.1236456783724194,0.8343946890976701,1.3974169824648146,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
62,0,1.6125732136881425,-0.7544985039679034,0.2994337380696746,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
63,0,-0.5876006952326126,-0.3456410505221597,-0.5851030107099358,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,False
64,0,-0.9542963467194051,0.9839766842607471,-0.6291555791002016,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True
65,0,-1.1987601143772668,0.3490842159019089,-0.8996696733264564,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True
66,0,0.5939741817803856,0.4687498120323708,0.6031251296714726,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
67,0,-0.05792919864057891,0.4787219450432425,0.09436980429105073,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
68,0,0.7162060656093164,-1.4841262359300234,-0.5966621222955638,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False
69,0,-0.9135523854430948,0.5003282332334644,-0.6158758364006823,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
70,0,-1.2802480369298874,-0.5234774225493735,-0.9857232883942716,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
71,0,0.797693988161937,-1.4758161250876303,-0.5261824247457894,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
72,1,1.2866215234776603,1.5557123102173966,2.124626281189655,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False
73,0,1.2051336009250397,-1.3478404181147754,-0.3788478707755411,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False
74,0,-1.1987601143772668,-0.009912572489475751,-0.929096877248647,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
75,1,0.9606698332671781,1.5191478225108668,1.7013069084259078,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False
76,0,0.5532302205040753,-0.30409049631019386,0.17892338197752508,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
77,0,-0.9950403079957154,-0.3373309396797665,-0.7946008785128177,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
78,1,-0.09867315991688919,0.33080197204864403,-0.07588443849115852,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False
79,0,0.512486259227765,-1.2929936865549807,-0.47061486351640547,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
80,0,-1.2802480369298874,0.48370801154867815,-0.9723553082017324,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True
81,0,-0.8728084241667845,-0.47361675749501453,-0.757938200162982,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
82,0,-1.0357842692720256,0.3440981493964733,-0.7881374821490981,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
83,0,0.3902543753988342,1.2964368519347298,0.9018752216641471,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
84,0,0.6754621043330061,-1.4841262359300234,-0.5779337144020558,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False
85,0,-0.9542963467194051,1.1468548567716528,-0.6020225499965326,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True
86,0,0.10504664646466222,-0.08802761440797156,-0.029934764000961456,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
87,0,0.6347181430566958,-1.4675060142452372,-0.5410283829464149,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False
88,0,0.5532302205040753,-1.4907743246039378,-0.5983386346629451,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False
89,0,-0.13941712119319946,-1.0320562061038352,-0.5620950844049546,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
90,0,-0.09867315991688919,0.5734572086465244,0.1265764892433733,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
91,1,-1.2802480369298874,0.32913994988016554,-0.9744068299144488,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
92,0,1.368109446030281,0.6382760732171912,1.5136919388920012,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False
93,0,1.3273654847539706,1.5374300663641316,2.128155780910457,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False
94,0,1.6125732136881425,1.2000395661629695,2.283475827999021,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False
95,0,-0.8320644628904743,0.47041183420084937,-0.59822833779667,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
96,0,1.5718292524118322,0.06820246942901982,1.0877033819643973,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False
97,0,-1.1172721918246462,-1.4542098368974081,-0.9571343406557717,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
98,0,0.797693988161937,-1.4558718590658866,-0.5188807721983792,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False
99,1,-0.3023929662984406,1.1202625020759949,0.10200234743728616,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True
100,0,-1.2802480369298874,-1.4824642137615447,-0.9984515467624158,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
101,0,-1.2802480369298874,-1.5073945462887242,-0.998782437361241,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False
102,0,0.22727853029359305,1.0039209502824906,0.5833819906082337,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False
103,1,1.368109446030281,-0.6398189743428778,0.3282212201674698,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
104,0,1.4495973685829016,1.5025276008260804,2.3508892726663486,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False
105,0,-1.1172721918246462,-1.346178395946297,-0.963156549554391,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
106,0,1.6125732136881425,1.3080710071140806,2.214650583443373,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False
107,0,-0.01718523736426863,-1.1517218022342968,-0.5980959815571398,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
108,0,0.4309983366751445,0.9823146620922681,0.7226648733404015,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False
109,0,1.6125732136881425,-1.509056568457203,-0.4059147217594451,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False
110,0,0.9199258719908678,1.0620917261792426,1.303973477356569,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
111,0,0.797693988161937,-0.2276374765601766,0.3348390321439745,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False
112,0,0.4309983366751445,0.8925654649944222,0.7371358221956916,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
113,1,0.18653456901728277,0.3889727479453962,0.25802829447001063,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
114,0,1.2866215234776603,-0.33899296184824507,0.5030417532134674,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False
115,0,-1.1987601143772668,0.8327326669291911,-0.897772567226525,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
116,0,0.1457906077409725,-1.1218054032016815,-0.5104320322417084,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
117,0,-0.9135523854430948,1.178433277972747,-0.5376532988383974,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True
118,0,0.3495104141225239,-1.4675060142452372,-0.6389058220789184,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False
119,0,-0.22090504374582004,0.6781646052606785,-0.05810458364761617,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
120,0,0.9606698332671781,1.1634750784564392,1.4259838708300596,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False
121,0,-1.076528230548336,-1.4658439920767583,-0.957619646867382,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
122,0,-1.1987601143772668,0.3191678168692938,-0.9060889509436658,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
123,0,-1.0357842692720256,-0.46863069098957844,-0.8527935051595485,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
124,0,-1.1580161531009565,-1.4608579255713225,-0.9796128420026324,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
125,0,0.02355872391204165,0.802816267896576,0.32839769515350997,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False
126,1,-0.22090504374582004,0.44049543516823375,-0.06520770183573112,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
127,0,1.6125732136881425,-1.3711087284734764,-0.24677840309776344,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False
128,0,-1.2802480369298874,-1.4974224132778524,-0.9986500811217108,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
129,1,1.5718292524118322,-0.2774981416145356,0.7509229304800763,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False
130,0,-0.791320501614164,0.703094937787858,-0.4710339916082507,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
131,0,-0.3023929662984406,-0.20603118836995443,-0.3444131891244619,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False
132,0,1.4088534073065913,-0.47361675749501453,0.43095172141607685,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
133,0,-1.2802480369298874,-0.9755474523755615,-0.991723437919636,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
134,0,-1.2395040756535771,-0.6797075063863649,-0.9715170520180417,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
135,0,0.4309983366751445,-1.2996417752288951,-0.48314458752525424,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False
136,0,-0.38388088885106114,0.3391120828910372,-0.22271162687654159,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
137,0,1.2866215234776603,-1.4824642137615447,-0.44363625002552154,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False
138,0,1.0014137945434884,-1.5024084797832884,-0.4909315462842747,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False
139,1,-1.2802480369298874,0.18786806555948168,-0.9762818766411252,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True
140,1,1.6125732136881425,0.7728998688639604,1.8275527015643613,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False
141,0,-0.9950403079957154,0.21113637591818266,-0.7586882188536525,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
142,0,1.1643896396487294,1.205025632668405,1.6270771174227807,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False
143,0,1.2866215234776603,0.6482482062280629,1.3260990287313497,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False
144,1,1.5718292524118322,-1.3578125511256471,-0.23255010734827847,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False
145,0,1.3273654847539706,1.1385447459292597,1.8236040737517134,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False
146,0,-1.1987601143772668,-1.5024084797832884,-0.980296682573538,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
147,0,-1.2802480369298874,-0.6364949300059205,-0.9872233257756128,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
148,0,-0.09867315991688919,-0.009912572489475751,-0.15589378528709968,True,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False
149,0,-0.7098325790615434,0.15628964435838757,-0.5346752834489703,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
150,0,-0.9950403079957154,0.12471122315729345,-0.7583793876280823,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False
151,0,-1.0357842692720256,1.0039209502824906,-0.718165150184189,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True
152,0,1.5310852911355222,1.4410327805923713,2.491495717793817,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False
153,0,1.2051336009250397,0.7080810042932936,1.2935393938069468,True,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
